[23/Nov/2024 12:10:48] {'altitude': -0.7, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99621.9, 'target_altitude_reached': 0, 'temperature': 24.4, 'x_rotation': 0.4, 'y_rotation': 0.5, 'z_rotation': 1, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
[23/Nov/2024 12:11:34] {'altitude': -1, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99626, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': 0, 'y_rotation': 1, 'z_rotation': 0.5, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
[23/Nov/2024 12:11:35] {'altitude': -1.1, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99627, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': 0.1, 'y_rotation': 1, 'z_rotation': 0.6, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
[23/Nov/2024 12:11:36] {'altitude': -1.2, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99627.9, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': 0, 'y_rotation': 1, 'z_rotation': 0.6, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
[23/Nov/2024 12:11:36] {'altitude': -1, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99625, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': 0, 'y_rotation': 0.9, 'z_rotation': 0.8, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
[23/Nov/2024 12:11:37] {'altitude': -1, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99626.4, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': 0.1, 'y_rotation': 1, 'z_rotation': 0.6, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
[23/Nov/2024 12:11:38] {'altitude': -1, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99625.8, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': 0.1, 'y_rotation': 1, 'z_rotation': 0.6, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
[23/Nov/2024 12:11:38] {'altitude': -0.9, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99625, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': 0, 'y_rotation': 1, 'z_rotation': 0.5, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
[23/Nov/2024 12:11:39] {'altitude': -0.9, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99625, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': 0.1, 'y_rotation': 1, 'z_rotation': 0.6, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
[23/Nov/2024 12:11:40] {'altitude': -1, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99625.8, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': 0, 'y_rotation': 1, 'z_rotation': 0.5, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
[23/Nov/2024 12:11:41] {'altitude': -1, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99626.4, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': 0, 'y_rotation': 1, 'z_rotation': 0.5, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
[23/Nov/2024 12:11:41] {'altitude': -1, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99626.2, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': 0, 'y_rotation': 1, 'z_rotation': 0.5, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
[23/Nov/2024 12:11:42] {'altitude': -1.1, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99627, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': 0, 'y_rotation': 1, 'z_rotation': 0.5, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
[23/Nov/2024 12:11:43] {'altitude': -1, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99625.5, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': 0, 'y_rotation': 1, 'z_rotation': 0.4, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
[23/Nov/2024 12:11:43] {'altitude': -0.9, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99625, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': 0.1, 'y_rotation': 1, 'z_rotation': 0.5, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
[23/Nov/2024 12:11:44] {'altitude': -1, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99625.8, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': 0, 'y_rotation': 1, 'z_rotation': 0.4, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
[23/Nov/2024 12:11:45] {'altitude': -1.1, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99626.8, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': 0, 'y_rotation': 1, 'z_rotation': 0.6, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
[23/Nov/2024 12:11:45] {'altitude': -0.9, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99624.7, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': 0, 'y_rotation': 1, 'z_rotation': 0.5, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
[23/Nov/2024 12:11:46] {'altitude': -0.9, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99624.6, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': 0.2, 'y_rotation': 0.9, 'z_rotation': 0.9, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
[23/Nov/2024 12:11:47] {'altitude': -0.7, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99621.6, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': -0.5, 'y_rotation': 0.8, 'z_rotation': -0.1, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
[23/Nov/2024 12:11:47] {'altitude': -0.5, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99620.3, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': -0.6, 'y_rotation': 0.8, 'z_rotation': 0, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
[23/Nov/2024 12:11:48] {'altitude': -0.3, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99617.1, 'target_altitude_reached': 0, 'temperature': 23.5, 'x_rotation': -0.2, 'y_rotation': 1, 'z_rotation': 0, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
[23/Nov/2024 12:11:48] {'altitude': 0, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99613.9, 'target_altitude_reached': 0, 'temperature': 23.5, 'x_rotation': 0.3, 'y_rotation': 1, 'z_rotation': 0.1, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
[23/Nov/2024 12:11:49] {'altitude': 0.1, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99613.1, 'target_altitude_reached': 0, 'temperature': 23.5, 'x_rotation': 0, 'y_rotation': 1, 'z_rotation': 0.6, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
[23/Nov/2024 12:11:50] {'altitude': 0.2, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99611.2, 'target_altitude_reached': 0, 'temperature': 23.5, 'x_rotation': -0.1, 'y_rotation': 1, 'z_rotation': 0.6, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
[23/Nov/2024 12:11:50] {'altitude': 0.2, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99612.1, 'target_altitude_reached': 0, 'temperature': 23.5, 'x_rotation': -0.1, 'y_rotation': 1, 'z_rotation': 0.4, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
[23/Nov/2024 12:11:51] {'altitude': 0.5, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99607.9, 'target_altitude_reached': 0, 'temperature': 23.5, 'x_rotation': -0.1, 'y_rotation': 1, 'z_rotation': 0.5, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
[23/Nov/2024 12:11:52] {'altitude': 0.5, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99608.1, 'target_altitude_reached': 0, 'temperature': 23.5, 'x_rotation': -0.3, 'y_rotation': 1, 'z_rotation': 0.5, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
[23/Nov/2024 12:11:52] {'altitude': 0.5, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99608.1, 'target_altitude_reached': 0, 'temperature': 23.5, 'x_rotation': -0.2, 'y_rotation': 1, 'z_rotation': 0.5, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
[23/Nov/2024 12:11:53] {'altitude': 0.8, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99604.5, 'target_altitude_reached': 0, 'temperature': 23.5, 'x_rotation': -0.3, 'y_rotation': 1, 'z_rotation': 0.3, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
[23/Nov/2024 12:11:54] {'altitude': 0.8, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99604.5, 'target_altitude_reached': 0, 'temperature': 23.5, 'x_rotation': -0.2, 'y_rotation': 1, 'z_rotation': 0.5, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
[23/Nov/2024 12:11:54] {'altitude': 0.8, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99605.1, 'target_altitude_reached': 0, 'temperature': 23.5, 'x_rotation': -0.1, 'y_rotation': 0.9, 'z_rotation': 0.5, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
[23/Nov/2024 12:11:55] {'altitude': 0.6, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99606.3, 'target_altitude_reached': 0, 'temperature': 23.5, 'x_rotation': -0.2, 'y_rotation': 1, 'z_rotation': 0.4, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
[23/Nov/2024 12:11:56] {'altitude': 0.8, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99604.3, 'target_altitude_reached': 0, 'temperature': 23.5, 'x_rotation': -0.3, 'y_rotation': 1, 'z_rotation': 0.4, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
[23/Nov/2024 12:11:56] {'altitude': 0.8, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99604.3, 'target_altitude_reached': 0, 'temperature': 23.5, 'x_rotation': -0.1, 'y_rotation': 1, 'z_rotation': 0.5, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
[23/Nov/2024 12:11:57] {'altitude': 0.8, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99604.8, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': 0, 'y_rotation': 1, 'z_rotation': 0.9, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
[23/Nov/2024 12:11:57] {'altitude': 0.7, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99606.1, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': 0.1, 'y_rotation': 1, 'z_rotation': 0.6, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
[23/Nov/2024 12:11:58] {'altitude': 0.8, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99604.1, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': -0.1, 'y_rotation': 1, 'z_rotation': 0.6, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
[23/Nov/2024 12:11:59] {'altitude': 0.8, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99604.6, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': -1.2, 'y_rotation': 0.4, 'z_rotation': -0.3, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
[23/Nov/2024 12:11:59] {'altitude': 0.8, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99604.8, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': -0.5, 'y_rotation': 0.7, 'z_rotation': -0.4, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
[23/Nov/2024 12:12:01] {'altitude': 0.9, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99603.6, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': -0.4, 'y_rotation': 0.7, 'z_rotation': -0.2, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
[23/Nov/2024 12:12:01] {'altitude': 0.9, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99603.1, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': -0.3, 'y_rotation': 1.1, 'z_rotation': 0.4, 'replay_id': '75', 'final_timestamp': '23/Nov/2024 12:12:33'}
