[01/Dec/2024 19:43:28] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -0.5, 'pressure': 100766.2, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 1.3, 'x_rotation': -0.7, 'y_rotation': 0.8, 'z_rotation': 1.1, 'temperature': 24.5, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:09] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -0.7, 'pressure': 100766.9, 'x_acceleration': -0.1, 'y_acceleration': 0.1, 'z_acceleration': 1.3, 'x_rotation': 0.9, 'y_rotation': -25.4, 'z_rotation': 0.9, 'temperature': 23.7, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:10] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -0.9, 'pressure': 100767.4, 'x_acceleration': -0.2, 'y_acceleration': 0.3, 'z_acceleration': 1.1, 'x_rotation': 56.1, 'y_rotation': 12.5, 'z_rotation': 7.2, 'temperature': 23.7, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:10] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.1, 'pressure': 100768.2, 'x_acceleration': 0.2, 'y_acceleration': -0.2, 'z_acceleration': 1.5, 'x_rotation': 39.4, 'y_rotation': -41.5, 'z_rotation': 1.2, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:11] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.8, 'pressure': 100771, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.3, 'x_rotation': -1.4, 'y_rotation': 0.8, 'z_rotation': 0.9, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:13] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.7, 'pressure': 100770.5, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 1.3, 'x_rotation': -1.4, 'y_rotation': 0.6, 'z_rotation': 0.9, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:14] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -2.1, 'pressure': 100771.9, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 1.3, 'x_rotation': -0.8, 'y_rotation': 0.9, 'z_rotation': 1.2, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:15] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.7, 'pressure': 100770.5, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.3, 'x_rotation': -1.3, 'y_rotation': 0.6, 'z_rotation': 0.8, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:15] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.2, 'pressure': 100768.6, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.3, 'x_rotation': -1.4, 'y_rotation': 0.6, 'z_rotation': 1.1, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:16] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -0.9, 'pressure': 100767.3, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 1.3, 'x_rotation': -1.3, 'y_rotation': 0.8, 'z_rotation': 1.1, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:17] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1, 'pressure': 100767.3, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.3, 'x_rotation': -1.3, 'y_rotation': 0.7, 'z_rotation': 1.1, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:17] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -0.9, 'pressure': 100768.1, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 1.2, 'x_rotation': -1.2, 'y_rotation': 0.7, 'z_rotation': 1.1, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:18] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -0.6, 'pressure': 100766.4, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 1.3, 'x_rotation': -1.5, 'y_rotation': 0.8, 'z_rotation': 1.2, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:19] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.3, 'pressure': 100768.9, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 1.3, 'x_rotation': -1.5, 'y_rotation': 0.7, 'z_rotation': 1.2, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:19] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.1, 'pressure': 100768.4, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 1.3, 'x_rotation': -1.4, 'y_rotation': 0.8, 'z_rotation': 1, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:23] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.2, 'pressure': 100768.7, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.3, 'x_rotation': -1.3, 'y_rotation': 0.8, 'z_rotation': 1.3, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:23] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.2, 'pressure': 100769.3, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 1.3, 'x_rotation': -1.4, 'y_rotation': 0.5, 'z_rotation': 1.2, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:24] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.6, 'pressure': 100770, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 1.3, 'x_rotation': -1.4, 'y_rotation': 0.7, 'z_rotation': 1.2, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:25] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1, 'pressure': 100767.9, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.3, 'x_rotation': -1.4, 'y_rotation': 0.8, 'z_rotation': 1.1, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:26] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.4, 'pressure': 100769.3, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.3, 'x_rotation': -1.4, 'y_rotation': 0.8, 'z_rotation': 1.2, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:28] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -0.8, 'pressure': 100767.3, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 1.3, 'x_rotation': -1.3, 'y_rotation': 0.6, 'z_rotation': 1.2, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:29] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1, 'pressure': 100768, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.3, 'x_rotation': -1.3, 'y_rotation': 0.6, 'z_rotation': 0.9, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:30] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.4, 'pressure': 100769.5, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 1.2, 'x_rotation': -1.5, 'y_rotation': 0.8, 'z_rotation': 1.1, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:32] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -0.9, 'pressure': 100767.3, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.3, 'x_rotation': -1.5, 'y_rotation': 0.8, 'z_rotation': 1.2, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:36] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -0.8, 'pressure': 100767.3, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.2, 'x_rotation': -1.3, 'y_rotation': 0.7, 'z_rotation': 1, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:37] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -0.8, 'pressure': 100767.2, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.3, 'x_rotation': -1.5, 'y_rotation': 0.8, 'z_rotation': 1.1, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:38] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -0.8, 'pressure': 100767.3, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 1.2, 'x_rotation': -1.4, 'y_rotation': 0.6, 'z_rotation': 0.9, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:39] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.8, 'pressure': 100770.8, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 1.2, 'x_rotation': -1.4, 'y_rotation': 0.7, 'z_rotation': 0.9, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:40] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.3, 'pressure': 100768.9, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.3, 'x_rotation': -1.3, 'y_rotation': 0.8, 'z_rotation': 1.2, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:41] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.4, 'pressure': 100768.8, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 1.3, 'x_rotation': -1.4, 'y_rotation': 0.7, 'z_rotation': 1.3, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:42] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.3, 'pressure': 100768.8, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.3, 'x_rotation': -1.3, 'y_rotation': 0.7, 'z_rotation': 1.2, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:43] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.1, 'pressure': 100768.1, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.3, 'x_rotation': -1.2, 'y_rotation': 0.7, 'z_rotation': 1.1, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:43] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.1, 'pressure': 100768.2, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.3, 'x_rotation': -1.3, 'y_rotation': 0.9, 'z_rotation': 1.1, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:44] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.9, 'pressure': 100771.7, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.3, 'x_rotation': -1.3, 'y_rotation': 0.8, 'z_rotation': 1.2, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:45] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.5, 'pressure': 100769.7, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.3, 'x_rotation': -1.2, 'y_rotation': 0.7, 'z_rotation': 1.2, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:45] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.5, 'pressure': 100769.7, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.3, 'x_rotation': -1.4, 'y_rotation': 0.7, 'z_rotation': 1.1, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:48] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -2, 'pressure': 100771.4, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 1.3, 'x_rotation': -1.4, 'y_rotation': 0.7, 'z_rotation': 1.1, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:48] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.6, 'pressure': 100770, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 1.3, 'x_rotation': -1.6, 'y_rotation': 0.8, 'z_rotation': 1.1, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:50] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -0.8, 'pressure': 100766.6, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.3, 'x_rotation': -1.3, 'y_rotation': 0.7, 'z_rotation': 1, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:52] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.4, 'pressure': 100769.4, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.3, 'x_rotation': -1.3, 'y_rotation': 0.7, 'z_rotation': 1, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:54] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.2, 'pressure': 100768.5, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.3, 'x_rotation': -1.5, 'y_rotation': 0.7, 'z_rotation': 1.1, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:55] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.4, 'pressure': 100769.3, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.3, 'x_rotation': -0.5, 'y_rotation': 0.8, 'z_rotation': 7.2, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:56] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -0.6, 'pressure': 100766.5, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 1.3, 'x_rotation': -1.5, 'y_rotation': 0.9, 'z_rotation': 1.2, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:57] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1, 'pressure': 100767.9, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 1.3, 'x_rotation': -1.5, 'y_rotation': 0.8, 'z_rotation': 1, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:58] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.6, 'pressure': 100770.1, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 1.3, 'x_rotation': -1.4, 'y_rotation': 0.7, 'z_rotation': 1, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:59] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.1, 'pressure': 100768.9, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 1.3, 'x_rotation': -1.4, 'y_rotation': 0.9, 'z_rotation': 1.3, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:45:59] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.7, 'pressure': 100770.3, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 1.3, 'x_rotation': -1.4, 'y_rotation': 0.7, 'z_rotation': 1.1, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:46:00] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1, 'pressure': 100768, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.2, 'x_rotation': -1.3, 'y_rotation': 0.7, 'z_rotation': 1, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:46:01] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.5, 'pressure': 100768.8, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.2, 'x_rotation': -1.3, 'y_rotation': 0.8, 'z_rotation': 7.4, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:46:01] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.8, 'pressure': 100770.9, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.3, 'x_rotation': -1.2, 'y_rotation': 0.7, 'z_rotation': 1, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:46:03] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.7, 'pressure': 100770.5, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.3, 'x_rotation': -1.2, 'y_rotation': 0.9, 'z_rotation': 1.1, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:46:03] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.7, 'pressure': 100770.5, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.3, 'x_rotation': -1.1, 'y_rotation': 0.8, 'z_rotation': 1, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:46:04] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -2.1, 'pressure': 100771.8, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 1.3, 'x_rotation': -1.5, 'y_rotation': 0.6, 'z_rotation': 1.1, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:46:08] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.4, 'pressure': 100769.5, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.3, 'x_rotation': -1.5, 'y_rotation': 0.8, 'z_rotation': 1.1, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:46:09] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -2, 'pressure': 100770.8, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 1.3, 'x_rotation': -0.7, 'y_rotation': 0.9, 'z_rotation': 1.2, 'temperature': 23.8, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:46:11] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.7, 'pressure': 100770.6, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 1.3, 'x_rotation': -1.3, 'y_rotation': 0.7, 'z_rotation': 1.2, 'temperature': 23.9, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:46:13] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.6, 'pressure': 100770.2, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.2, 'x_rotation': -1.2, 'y_rotation': 0.8, 'z_rotation': 1, 'temperature': 23.9, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:46:15] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.7, 'pressure': 100770.4, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.3, 'x_rotation': -1.3, 'y_rotation': 0.5, 'z_rotation': 1, 'temperature': 23.9, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:46:16] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.7, 'pressure': 100770.4, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.3, 'x_rotation': -1.3, 'y_rotation': 0.8, 'z_rotation': 0.9, 'temperature': 23.9, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:46:16] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.5, 'pressure': 100769.9, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 1.2, 'x_rotation': -1.6, 'y_rotation': 0.7, 'z_rotation': 1, 'temperature': 23.9, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:46:17] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.8, 'pressure': 100770.8, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 1.3, 'x_rotation': -1.3, 'y_rotation': 0.8, 'z_rotation': 1.1, 'temperature': 23.9, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:46:18] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.6, 'pressure': 100770.1, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.3, 'x_rotation': -1.4, 'y_rotation': 0.7, 'z_rotation': 1.1, 'temperature': 23.9, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:46:19] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.8, 'pressure': 100770.9, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.3, 'x_rotation': -1.5, 'y_rotation': 0.8, 'z_rotation': 1.2, 'temperature': 23.9, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:46:26] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.8, 'pressure': 100770.8, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.3, 'x_rotation': -1.4, 'y_rotation': 0.8, 'z_rotation': 1, 'temperature': 23.9, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:46:27] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -2.2, 'pressure': 100772.1, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.3, 'x_rotation': -1, 'y_rotation': 0.8, 'z_rotation': 1.1, 'temperature': 23.9, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:46:28] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -2.3, 'pressure': 100772.8, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 1.3, 'x_rotation': -1.5, 'y_rotation': 0.6, 'z_rotation': 1.1, 'temperature': 23.9, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:46:39] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -2.2, 'pressure': 100772.3, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 1.3, 'x_rotation': -3.6, 'y_rotation': 0.1, 'z_rotation': 1.5, 'temperature': 24, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:46:41] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -2.2, 'pressure': 100772.1, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 1.3, 'x_rotation': -1.7, 'y_rotation': 0.7, 'z_rotation': 1, 'temperature': 24, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:46:44] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.8, 'pressure': 100770.9, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.3, 'x_rotation': -0.8, 'y_rotation': 0.9, 'z_rotation': 1.1, 'temperature': 24, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:46:44] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -2, 'pressure': 100771.4, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.3, 'x_rotation': -1.6, 'y_rotation': 0.7, 'z_rotation': 1.2, 'temperature': 24, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:46:45] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -2.3, 'pressure': 100772.7, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.3, 'x_rotation': -1.6, 'y_rotation': 0.6, 'z_rotation': 1.3, 'temperature': 24, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
