[19/Nov/2024 19:15:48] {'latitude': 0, 'longitude': 0, 'altitude': -0.1, 'pressure': 99961.8, 'x_rotation': -1, 'y_rotation': 2, 'z_rotation': -34, 'temperature': 22.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:17] {'latitude': 0, 'longitude': 0, 'altitude': 0, 'pressure': 99960.2, 'x_rotation': 27, 'y_rotation': -3, 'z_rotation': -18, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:18] {'latitude': 0, 'longitude': 0, 'altitude': 0, 'pressure': 99960.1, 'x_rotation': 21, 'y_rotation': -4, 'z_rotation': -20, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:18] {'latitude': 0, 'longitude': 0, 'altitude': 0, 'pressure': None, 'x_rotation': None, 'y_rotation': None, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:19:19] {'latitude': 0, 'longitude': 0, 'altitude': 0, 'pressure': 99960.7, 'x_rotation': 32, 'y_rotation': -6, 'z_rotation': -5, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:19] {'latitude': 0, 'longitude': 0, 'altitude': -0.1, 'pressure': 99961.3, 'x_rotation': 4, 'y_rotation': -15, 'z_rotation': -24, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:20] {'latitude': 0, 'longitude': 0, 'altitude': -0.1, 'pressure': 99961.2, 'x_rotation': 6, 'y_rotation': 4, 'z_rotation': -32, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:20] {'latitude': 0, 'longitude': 0, 'altitude': -0.1, 'pressure': 99961.8, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -35, 'temperature': 2, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:19:21] {'latitude': 0, 'longitude': 0, 'altitude': -0.1, 'pressure': 99961.8, 'x_rotation': -1, 'y_rotation': 2, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:21] {'latitude': 0, 'longitude': 0, 'altitude': -0.1, 'pressure': 99961.8, 'x_rotation': 0, 'y_rotation': 2, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:22] {'latitude': 0, 'longitude': 0, 'altitude': 0.1, 'pressure': 99958.9, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:22] {'latitude': 0, 'longitude': 0, 'altitude': 0.1, 'pressure': 99959.6, 'x_rotation': 1, 'y_rotation': 2, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:23] {'latitude': 0, 'longitude': 0, 'altitude': 0, 'pressure': None, 'x_rotation': None, 'y_rotation': None, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:19:23] {'latitude': 0, 'longitude': 0, 'altitude': 0.1, 'pressure': 99959.5, 'x_rotation': 0, 'y_rotation': 2, 'z_rotation': -32, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:24] {'latitude': 0, 'longitude': 0, 'altitude': 0.1, 'pressure': 99958.7, 'x_rotation': 1, 'y_rotation': 5, 'z_rotation': -33, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:24] {'latitude': 0, 'longitude': 0, 'altitude': 0, 'pressure': 99960.2, 'x_rotation': 4, 'y_rotation': 2, 'z_rotation': -31, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:25] {'latitude': 0, 'longitude': 0, 'altitude': -0.1, 'pressure': 99961.7, 'x_rotation': -4, 'y_rotation': 2, 'z_rotation': -35, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': None}
[19/Nov/2024 19:19:25] {'latitude': 0, 'longitude': 0, 'altitude': 0, 'pressure': 99960.3, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:26] {'latitude': 0, 'longitude': 0, 'altitude': 0.1, 'pressure': 99959.6, 'x_rotation': 4, 'y_rotation': 0, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:26] {'latitude': 0, 'longitude': 0, 'altitude': 0.1, 'pressure': 99958.8, 'x_rotation': 5, 'y_rotation': -9, 'z_rotation': -31, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:27] {'latitude': 0, 'longitude': 0, 'altitude': 0.1, 'pressure': 99959.6, 'x_rotation': 4, 'y_rotation': -16, 'z_rotation': -30, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:27] {'latitude': 0, 'longitude': 0, 'altitude': 0.1, 'pressure': 99959.8, 'x_rotation': None, 'y_rotation': None, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:19:28] {'latitude': 0, 'longitude': 0, 'altitude': 0.2, 'pressure': 99958.6, 'x_rotation': 3, 'y_rotation': -31, 'z_rotation': -10, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:28] {'latitude': 0, 'longitude': 0, 'altitude': 0.1, 'pressure': 99958.7, 'x_rotation': 2, 'y_rotation': -33, 'z_rotation': -2, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:29] {'latitude': 0, 'longitude': 0, 'altitude': 0.2, 'pressure': 99958, 'x_rotation': 1, 'y_rotation': -31, 'z_rotation': -4, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:29] {'latitude': 0, 'longitude': 0, 'altitude': 0.2, 'pressure': 99958, 'x_rotation': 0, 'y_rotation': -35, 'z_rotation': 0, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:30] {'latitude': None, 'longitude': None, 'altitude': None, 'pressure': None, 'x_rotation': None, 'y_rotation': None, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:19:30] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': 99956.5, 'x_rotation': -4, 'y_rotation': -25, 'z_rotation': -13, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:31] {'latitude': 0, 'longitude': 0, 'altitude': 0.1, 'pressure': 99958.7, 'x_rotation': -5, 'y_rotation': -29, 'z_rotation': -10, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:32] {'latitude': 0, 'longitude': 0, 'altitude': 0.1, 'pressure': 99959.3, 'x_rotation': -3, 'y_rotation': -30, 'z_rotation': -12, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:32] {'latitude': 0, 'longitude': 0, 'altitude': 0.2, 'pressure': 99957, 'x_rotation': None, 'y_rotation': None, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:19:33] {'latitude': 0, 'longitude': 0, 'altitude': 0, 'pressure': 99960, 'x_rotation': -6, 'y_rotation': -26, 'z_rotation': -17, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:33] {'latitude': 0, 'longitude': 0, 'altitude': 0.1, 'pressure': 99958.7, 'x_rotation': -4, 'y_rotation': -30, 'z_rotation': -13, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:34] {'latitude': 0, 'longitude': 0, 'altitude': 0.1, 'pressure': 99958, 'x_rotation': -5, 'y_rotation': -29, 'z_rotation': -16, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:34] {'latitude': 0, 'longitude': 0, 'altitude': 0.1, 'pressure': 99959.4, 'x_rotation': -8, 'y_rotation': -30, 'z_rotation': -10, 'temperature': 23, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:19:35] {'latitude': 0, 'longitude': 0, 'altitude': 0.2, 'pressure': 99958.1, 'x_rotation': -8, 'y_rotation': -27, 'z_rotation': 8, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:35] {'latitude': 0, 'longitude': 0, 'altitude': 0.2, 'pressure': 99957.5, 'x_rotation': -2, 'y_rotation': -19, 'z_rotation': 24, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:36] {'latitude': 0, 'longitude': 0, 'altitude': 0.2, 'pressure': 99957.5, 'x_rotation': -14, 'y_rotation': -25, 'z_rotation': -20, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:36] {'latitude': 0, 'longitude': 0, 'altitude': 0.2, 'pressure': 99957.6, 'x_rotation': -10, 'y_rotation': -18, 'z_rotation': -28, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:37] {'latitude': 0, 'longitude': 0, 'altitude': None, 'pressure': None, 'x_rotation': None, 'y_rotation': None, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:19:37] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99955.7, 'x_rotation': -2, 'y_rotation': -10, 'z_rotation': 27, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:38] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99955.1, 'x_rotation': 3, 'y_rotation': 1, 'z_rotation': 31, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:38] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99955.8, 'x_rotation': -4, 'y_rotation': -33, 'z_rotation': 11, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:39] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99955.8, 'x_rotation': -13, 'y_rotation': -18, 'z_rotation': -25, 'temperature': 2, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:19:39] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99955.3, 'x_rotation': -11, 'y_rotation': -30, 'z_rotation': 5, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:40] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99956, 'x_rotation': -14, 'y_rotation': -18, 'z_rotation': -24, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:40] {'latitude': 0, 'longitude': 0, 'altitude': 0.5, 'pressure': 99954.6, 'x_rotation': -5, 'y_rotation': -18, 'z_rotation': 25, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:41] {'latitude': 0, 'longitude': 0, 'altitude': 0.6, 'pressure': 99953.2, 'x_rotation': 3, 'y_rotation': -20, 'z_rotation': 21, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:41] {'latitude': 0, 'longitude': 0, 'altitude': None, 'pressure': None, 'x_rotation': None, 'y_rotation': None, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:19:42] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99956.2, 'x_rotation': -7, 'y_rotation': -11, 'z_rotation': -31, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:42] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': 99956.8, 'x_rotation': -4, 'y_rotation': 1, 'z_rotation': -35, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:43] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99956.1, 'x_rotation': 2, 'y_rotation': 0, 'z_rotation': -31, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:43] {'latitude': 0, 'longitude': 0, 'altitude': 0.2, 'pressure': 99958.1, 'x_rotation': 5, 'y_rotation': -2, 'z_rotation': -32, 'temperature': 2, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:19:44] {'latitude': 0, 'longitude': 0, 'altitude': 0.1, 'pressure': 99958.8, 'x_rotation': 4, 'y_rotation': -4, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:44] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': 99956.8, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:45] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': 99956.8, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:45] {'latitude': 0, 'longitude': 0, 'altitude': 0.2, 'pressure': 99958.2, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:46] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': None, 'x_rotation': None, 'y_rotation': None, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:19:46] {'latitude': 0, 'longitude': 0, 'altitude': 0.2, 'pressure': 99957.5, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:47] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': 99957, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:47] {'latitude': 0, 'longitude': 0, 'altitude': 0.1, 'pressure': 99959.8, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:48] {'latitude': 0, 'longitude': 0, 'altitude': 0.2, 'pressure': 99958.4, 'x_rotation': 0, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:19:48] {'latitude': 0, 'longitude': 0, 'altitude': 0.2, 'pressure': 99957.8, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:49] {'latitude': 0, 'longitude': 0, 'altitude': 0.2, 'pressure': 99957.8, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:49] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': 99957.2, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:50] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99955.8, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:50] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': 99957, 'x_rotation': None, 'y_rotation': None, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:19:51] {'latitude': 0, 'longitude': 0, 'altitude': 0.2, 'pressure': 99958.2, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:51] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': 99956.9, 'x_rotation': 2, 'y_rotation': -8, 'z_rotation': -41, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:52] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99956.2, 'x_rotation': -1, 'y_rotation': -12, 'z_rotation': -28, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:52] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99956.2, 'x_rotation': 1, 'y_rotation': -7, 'z_rotation': -36, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:53] {'latitude': 0, 'longitude': 0, 'altitude': 0.1, 'pressure': 99959.1, 'x_rotation': 0, 'y_rotation': -2, 'z_rotation': -31, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:53] {'latitude': 0, 'longitude': 0, 'altitude': 0.2, 'pressure': 99958.4, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -35, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:54] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': 99956.4, 'x_rotation': -3, 'y_rotation': 2, 'z_rotation': -49, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:54] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': 99957.1, 'x_rotation': -1, 'y_rotation': 3, 'z_rotation': -33, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:55] {'latitude': 0, 'longitude': 0, 'altitude': 0.2, 'pressure': 99957.8, 'x_rotation': -1, 'y_rotation': None, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:19:55] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': 99956.4, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:56] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': 99957.2, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:56] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': 99958, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:57] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': 99956.6, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:57] {'latitude': 0, 'longitude': None, 'altitude': None, 'pressure': None, 'x_rotation': None, 'y_rotation': None, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:19:58] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': 99957.4, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:58] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': 99957.4, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:59] {'latitude': 0, 'longitude': 0, 'altitude': 0.2, 'pressure': 99958.1, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:19:59] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': 99957.4, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:20:00] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': 99957.4, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:20:00] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99955.4, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:20:01] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': 99956.8, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:20:01] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99955.4, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:20:02] {'latitude': 0, 'longitude': 0, 'altitude': None, 'pressure': None, 'x_rotation': None, 'y_rotation': None, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:20:02] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99956.1, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:20:03] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99956.2, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:20:03] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99956.2, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:20:04] {'latitude': 0, 'longitude': 0, 'altitude': 0.5, 'pressure': 99954.9, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:20:04] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99955.6, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:20:05] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99955.5, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:20:05] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99955.5, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:20:06] {'latitude': 0, 'longitude': 0, 'altitude': 0.5, 'pressure': 99954, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
